motrpac_comp_id	motrpac_comp_name	super_class	main_class	sub_class	multicomp_flag	formula	monoisotopic_mass	hmdb_id	refmet_id	cas_id	kegg_id	chebi_id	pubchem_id	lipidmaps_id	inchi_key	notes_comments
M11090003.000	2-methyl-2-[(1-oxo-2-propenyl)amino]-1-propanesulfonate	Organic acids and derivatives	Sulfonic acids and derivatives	Sulfonic acids	FALSE	C7H13NO4S	207.0565	HMDB0031200	NA	15214-89-8	NA	NA	65360	NA	XHZPRMZZQOIPDS-UHFFFAOYSA-N	NA
M11100001.000	cis-aconitate	Organic acids and derivatives	TCA acids	TCA acids	FALSE	C6H6O6	174.0164	HMDB0000072	37059	585-84-2	C00417	32805	643757	NA	GTZCVFVGUGFEME-IWQZZHSRSA-N	NA
M11100002.000	citrate	Organic acids and derivatives	TCA acids	TCA acids	FALSE	C6H8O7	192.027	HMDB0000094	37071	77-92-9	C00158	30769	311	NA	KRKNYBCHXYNGOX-UHFFFAOYSA-N	NA
M11100003.000	isocitrate	Organic acids and derivatives	TCA acids	TCA acids	FALSE	C6H8O7	192.027	HMDB0000193	37902	320-77-4	C00311	30887	1198	NA	ODBLHEXUDAPZAU-UHFFFAOYSA-N	NA
M11100004.000	citrate+isocitrate	Organic acids and derivatives	TCA acids	TCA acids	FALSE	C6H8O7	192.027	NA	NA	NA	NA	NA	NA	NA	NA	NA
M11100005.000	2-hydroxyglutarate	Organic acids and derivatives	TCA acids	TCA acids	FALSE	C5H8O5	148.114	HMDB0059655	37369	2889-31-8	C02630	17084	43	NA	HWXBTNAVRSUOJR-UHFFFAOYSA-N	NA
M11100006.000	malate	Organic acids and derivatives	TCA acids	TCA acids	FALSE	C4H6O5	134.0215	HMDB0000744	37105	6915-15-7	C00711	6650	222656	NA	BJEPYKJPYRNKOW-REOHCLBHSA-N	NA
M11100007.000	oxaloacetate	Organic acids and derivatives	TCA acids	TCA acids	FALSE	C4H4O5	132.0059	HMDB0000223	2032	328-42-7	C00036	30744	970	NA	KHPXUQMNIQBQEV-UHFFFAOYSA-N	NA
M11100008.000	oxoglutarate	Organic acids and derivatives	TCA acids	TCA acids	FALSE	C5H6O5	146.0215	HMDB0000208	37135	328-50-7	C00026	30915	51	NA	KPGXRSRHYNQIFN-UHFFFAOYSA-N	NA
M11100009.000	succinate	Organic acids and derivatives	TCA acids	TCA acids	FALSE	C4H6O4	118.0266	HMDB0000254	1966	110-15-6	C00042	15741	1110	NA	KDYFGRWQOYBRFD-UHFFFAOYSA-N	NA
M11100010.000	fumarate	Organic acids and derivatives	TCA acids	TCA acids	FALSE	C4H4O4	116.011	HMDB0000134	37095	110-17-8	C00122	18012	444972	NA	VZCYOOQTPOCHFL-OWOJBTEDSA-N	NA
M11110001.000	chromone-3-carboxylate	Organic acids and derivatives	Other	NA	FALSE	C10H6O4	190.0266	NA	NA	NA	NA	NA	181620	NA	PCIITXGDSHXTSN-UHFFFAOYSA-N	NA
M12010001.000	ethanolamine	Organic nitrogen compounds	Alkanolamines	"1,2-aminoalcohols"	FALSE	C2H7NO	61.0528	HMDB0034105	37102	69393-95-9	C01263	15649	700	NA	HZAXFHJVJLSVMW-UHFFFAOYSA-N	NA
M12010002.000	triethanolamine	Organic nitrogen compounds	Alkanolamines	Alkanolamines	FALSE	C6H15NO3	149.1052	HMDB0032538	45586	102-71-6	C06771	28621	7618	NA	GSEJCLTVZPLZKY-UHFFFAOYSA-N	NA
M12020001.000	trimethylamine N-oxide	Organic nitrogen compounds	Amine oxides	Trisubstituted amine oxides	FALSE	C3H9NO	75.0684	HMDB0000925	37502	1184-78-7	C01104	15724	1145	NA	UYPYRKYUKCHHIB-UHFFFAOYSA-N	NA
M12030001.000	1-methylhistamine	Organic nitrogen compounds	Aralkylamines	Aralkylamines	FALSE	C6H11N3	125.0953	HMDB0000898	37490	501-75-7	C05127	29009	3614	NA	FHQDWPCFSJMNCT-UHFFFAOYSA-N	NA
M12030002.000	3-methylhistamine	Organic nitrogen compounds	Aralkylamines	Aralkylamines	FALSE	C6H11N3	125.0953	HMDB0001861	37897	644-42-8	NA	114444	69520	NA	CPAGZVLINCPJEH-UHFFFAOYSA-N	NA
M12030003.000	histamine	Organic nitrogen compounds	Aralkylamines	Aralkylamines	FALSE	C5H9N3	111.0796	HMDB0000870	37476	51-45-6	C00388	18295	774	NA	NTYJJOPFIAHURM-UHFFFAOYSA-N	NA
M12030004.000	L-histidinol	Organic nitrogen compounds	Aralkylamines	Aralkylamines	FALSE	C6H11N3O	141.0902	HMDB0003431	38331	4836-52-6	C00860	16255	165271	NA	ZQISRDCJNBUVMM-YFKPBYRVSA-N	NA
M12030005.000	N-acetylhistamine	Organic nitrogen compounds	Aralkylamines	Aralkylamines	FALSE	C7H11N3O	153.0902	HMDB0013253	42275	673-49-4	C05135	28483	69602	NA	XJWPISBUKWZALE-UHFFFAOYSA-N	NA
M12040001.000	choline	Organic nitrogen compounds	Cholines	Cholines	FALSE	C5H14NO	104.1075	HMDB0000097	37073	62-49-7	C00114	15354	305	NA	OEYIOHPDSNJKLS-UHFFFAOYSA-N	NA
M12040002.000	choline phosphate	Organic nitrogen compounds	Cholines	Cholines	FALSE	C5H14NO4P	184.0739	HMDB0001565	71621	626852	C00588	18132	135437	NA	YHHSONZFOIEMCP-UHFFFAOYSA-N	NA
M12050001.000	cadaverine	Organic nitrogen compounds	Organonitrogen compounds	Amines	FALSE	C5H14N2	102.1157	HMDB0002322	38124	462-94-2	C01672	18127	273	NA	VHRGRCVQAFMJIZ-UHFFFAOYSA-N	NA
M12050002.000	dehydrophytosphingosine	Organic nitrogen compounds	Organonitrogen compounds	Amines	FALSE	C18H37NO3	315.2773	HMDB0038057	30479	3687-54-5	NA	20386	14757419	NA	CQKNELOTFUSOTP-ZHACJKMWSA-N	NA
M12050003.000	phytosphingosine	Organic nitrogen compounds	Organonitrogen compounds	Amines	FALSE	C18H39NO3	317.293	HMDB0004610	30478	554-62-1	C12144	46961	122121	NA	AERBNCYCJBRYDG-KSZLIROESA-N	NA
M12050004.000	cyclohexylamine	Organic nitrogen compounds	Organonitrogen compounds	Cyclohexylamines	FALSE	C6H13N	99.1048	HMDB0031404	44859	108-91-8	C00571	15773	7965	NA	PAFZNILMFXTMIY-UHFFFAOYSA-N	NA
M12050005.000	1-methylguanidine	Organic nitrogen compounds	Organonitrogen compounds	Guanidines	FALSE	C2H7N3	73.064	HMDB0001522	37847	471-29-4	C02294	16628	10111	NA	CHJJGSNFBQVOTG-UHFFFAOYSA-N	NA
M12050006.000	3-guanidinopropanoate	Organic nitrogen compounds	Organonitrogen compounds	Guanidines	FALSE	C4H9N3O2	131.0695	HMDB0013222	42255	NA	C03065	15968	67701	NA	KMXXSJLYVJEBHI-UHFFFAOYSA-N	NA
M12050007.000	agmatine	Organic nitrogen compounds	Organonitrogen compounds	Guanidines	FALSE	C5H14N4	130.1218	HMDB0001432	37797	306-60-5	C00179	17431	199	NA	QYPPJABKJHAVHS-UHFFFAOYSA-N	NA
M12050008.000	metformin	Organic nitrogen compounds	Organonitrogen compounds	Guanidines	FALSE	C4H11N5	129.1014	HMDB0001921	73614	1115-70-4	C07151	6801	4091	NA	XZWYZXLIPXDOLR-UHFFFAOYSA-N	medicine/pesticide
M12050009.000	5-acetylamino-6-amino-3-methyluracil	Organic nitrogen compounds	Organonitrogen compounds	N-arylamides	FALSE	C7H10N4O3	198.0753	HMDB0004400	38523	19893-78-8	C16366	80473	88299	NA	POQOTWQIYYNXAT-UHFFFAOYSA-N	NA
M12050010.000	acetylcholine	Organic nitrogen compounds	Organonitrogen compounds	Quaternary ammonium salts	FALSE	C7H16NO2	146.1181	HMDB0000895	37488	51-84-3	C01996	15355	187	NA	OIPILFWXSMYKGL-UHFFFAOYSA-N	NA
M12050011.000	carnitine	Organic nitrogen compounds	Organonitrogen compounds	Quaternary ammonium salts	FALSE	C7H15NO3	161.1052	HMDB0000062	NA	541-15-1	C00318	11060	2724480	NA	PHIQHXFUZVPYII-ZCFIWIBFSA-N	NA
M12050012.000	octadecanamine	Organic nitrogen compounds	Organonitrogen compounds	Amines	FALSE	C18H39N	269.3077	NA	NA	NA	NA	NA	NA	NA	NA	NA
M12050013.000	"N,N-diphenyl-guanidine"	Organic nitrogen compounds	Organonitrogen compounds	Guanidines	FALSE	C13H13N3	211.1104	NA	NA	NA	NA	NA	NA	NA	NA	NA
M12060001.000	spermidine	Organic nitrogen compounds	Secondary amines	Dialkylamines	FALSE	C7H19N3	145.1579	HMDB0001257	37687	124-20-9	C00315	16610	1102	NA	ATHGHQPFGPMSJY-UHFFFAOYSA-N	NA
M12060002.000	spermine	Organic nitrogen compounds	Secondary amines	Dialkylamines	FALSE	C10H26N4	202.2157	HMDB0001256	37686	71-44-3	C00750	15746	1103	NA	PFNFFQXMRSDOHW-UHFFFAOYSA-N	NA
M12070001.000	metyrapone	Organic nitrogen compounds	Organooxygen compounds	Carbonyl compounds	FALSE	C14H14N2O	226.1106	HMDB0015146	NA	54-36-4	C07205	44241	4174	NA	FJLBFSROUSIWMA-UHFFFAOYSA-N	medicine/pesticide
M13010001.000	4-hydroxy-3-methylacetophenone	Organic oxygen compounds	Acetophenones	Acetophenones	FALSE	C9H10O2	150.0681	HMDB0059824	NA	NA	NA	NA	70135	NA	LXBHHIZIQVZGFN-UHFFFAOYSA-N	NA
M13020001.000	hydroxykynurenine	Organic oxygen compounds	Butyrophenones	Butyrophenones	FALSE	C10H12N2O4	224.0797	HMDB0011631	41433	606-14-4	C03227	17380	11811	NA	VCKPUUFAIGNJHC-LURJTMIESA-N	NA
M13020002.000	kynurenine	Organic oxygen compounds	Butyrophenones	Butyrophenones	FALSE	C10H12N2O3	208.0848	HMDB0000684	37365	2922-83-0	C00328	16946	161166	NA	YGPSJZOEDVAXAB-QMMMGPOBSA-N	NA
M13030000.000	ketones	Organic oxygen compounds	Ketones	Class detection	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
M13030001.000	2-acetylpyrazine	Organic oxygen compounds	Carbonyl compounds	Ketones	FALSE	C6H6N2O	122.048	HMDB0031861	NA	22047-25-2	NA	NA	30914	NA	DBZAKQWXICEWNW-UHFFFAOYSA-N	NA
M13040001.000	shikimate	Organic oxygen compounds	Cyclic alcohols	Cyclitols	FALSE	C7H10O5	174.0528	HMDB0003070	38244	138-59-0	C00493	16119	8742	NA	JXOHGGNKMLTUBP-HSUXUTPPSA-N	NA
M13040002.000	quinate	Organic oxygen compounds	Cyclic alcohols	Quinic acids	FALSE	C7H12O6	192.0634	HMDB0003072	49831	77-95-2	C06746	17521	6508	NA	AAWZDTNXLSGCEK-LNVDRNJUSA-N	NA
M13050001.000	S-adenosylmethionine	Organic oxygen compounds	Glycosyl compounds	Glycosylamines	FALSE	C15H23N6O5S	399.1451	HMDB0001185	37647	485-80-3	C00019	15414	16757548	NA	MEFKEPWMEQBLKI-XCPQSEKJSA-O	NA
M13060001.000	cellobiose	Organic nitrogen compounds	Carbohydrates and carbohydrate conjugates	NA	FALSE	C12H22O11	342.1162	HMDB0000055	50855	528-50-7	C06422	36217	10712	NA	GUBGYTABKSRVRQ-QRZGKKJRSA-N	NA
M13060002.000	glycerol	Organic nitrogen compounds	Carbohydrates and carbohydrate conjugates	NA	FALSE	C3H8O3	92.0473	HMDB0000131	37092	56-81-5	C00116	17522	753	NA	PEDCQBHIVMGVHV-UHFFFAOYSA-N	NA
M13060003.000	streptozocin	Organic nitrogen compounds	Carbohydrates and carbohydrate conjugates	NA	FALSE	C8H15N3O7	265.091	HMDB0014572	NA	18883-66-4	C07313	9288	29327	NA	ZSJLQEPLLKMAKR-GKHCUFPYSA-N	medicine/pesticide
M13060004.000	N-acetyl-D-glucosamine-1-phosphate	Organic oxygen compounds	Carohydrates and carbohydrate conjugates	NA	FALSE	C8H16NO9P	301.0563	HMDB0001367	37754	6866-69-9	C04256	7125	440272	NA	FZLJPEPAYPUMMR-RTRLPJTCSA-N	NA
M13060005.000	NaMN	Organic oxygen compounds	Carbohydrates and carbohydrate conjugates	Nucleotides	FALSE	C11H16NO9P	337.0563	HMDB0001132	37620	0321-02-08	C01185	37008	53477721	NA	OGCWVIVNTBZPBW-BHRXDNSCSA-N	NA
M13060006.000	glyceraldehyde-3-phosphate	Organic oxygen compounds	Carbohydrates and carbohydrate conjugates	NA	FALSE	C3H7O6P	169.9969	HMDB0001112	NA	0142-10-9	C00661	17138	729	NA	LXJXRIRHZLFYRP-UHFFFAOYSA-N	NA
M13060007.000	N-acetyl-glucosamine-6-phosphate	Organic oxygen compounds	Carbohydrates and carbohydrate conjugates	NA	FALSE	C8H16NO9P	301.056	HMDB0001062	NA	18191-20-3	C00357 	15784	440996	NA	BRGMHAYQAZFZDJ-RTRLPJTCSA-N	NA
M13070001.000	"trans-cyclohexane-1,2-diol"	Organic oxygen compounds	Secondary alcohols	Cyclohexanols	FALSE	C6H12O2	116.0837	NA	49876	NA	NA	NA	92886	NA	PFURGBBHAOXLIO-PHDIDXHHSA-N	NA
M15010001.000	riboflavin	Organoheterocyclic compounds	Alloxazines and isoalloxazines	Flavins	FALSE	C17H20N4O6	376.1383	HMDB0000244	37156	83-88-5	C00255	17015	493570	NA	AUNGANRZJHBGPY-SCRDCRAPSA-N	NA
M15010002.000	FAD	Organoheterocyclic compounds	Alloxazines and isoalloxazines	Flavin nucleotides	FALSE	C27H33N9O15P2	785.1562	HMDB0001248	NA	146-14-5	C00016 	16238	643975	NA	VWWQXMAJTJZDQX-UYBVJOGSSA-N	NA
M15020001.000	1-carboxymethylmetronidazole	Organoheterocyclic compounds	Azoles and derivatives	Imidazoles	FALSE	C6H7N3O4	185.0436	NA	NA	NA	NA	NA	115249	NA	RVEGZXNRNWUYKI-UHFFFAOYSA-N	medicine/pesticide
M15020002.000	metronidazole-OH	Organoheterocyclic compounds	Azoles and derivatives	Imidazoles	FALSE	C6H9N3O4	187.0593	NA	NA	NA	NA	NA	121858	NA	AEHPOYAOLCAMIU-UHFFFAOYSA-N	medicine/pesticide
M15020003.000	imidazolelactate	Organoheterocyclic compounds	Azoles and derivatives	Imidazoles	FALSE	C6H8N2O3	156.0535	HMDB0002320	38123	876-19-7	C05132	27487	459122	NA	JTYMXXCJQKGGFG-UHFFFAOYSA-N	NA
M15020004.000	Imidazolylpropionate	Organoheterocyclic compounds	Azoles and derivatives	Imidazoles	FALSE	C6H8N2O2	140.0586	HMDB0002271	NA	1074-59-5	NA	232595	70630	NA	ZCKYOWGFRHAZIQ-UHFFFAOYSA-N	NA
M15020005.000	methylimidazoleacetate	Organoheterocyclic compounds	Azoles and derivatives	Imidazoles	FALSE	C6H8N2O2	140.0586	HMDB0002820	38207	2625-49-2	C05828	1606	75810	NA	ZHCKPJGJQOPTLB-UHFFFAOYSA-N	NA
M15020006.000	metronidazole	Organoheterocyclic compounds	Azoles and derivatives	Imidazoles	FALSE	C6H9N3O3	171.0644	HMDB0015052	43184	443-48-1	C07203	6909	4173	NA	VAOCPAMSLUNLGC-UHFFFAOYSA-N	medicine/pesticide
M15020007.000	hydroxymephenytoin	Organoheterocyclic compounds	Azoles and derivatives	Imidazolidines	FALSE	C12H14N2O3	234.1004	HMDB0060968	NA	NA	NA	NA	119507	NA	OQPLORUDZLXXPD-UHFFFAOYSA-N	NA
M15020008.000	creatinine	Organoheterocyclic compounds	Azoles and derivatives	Imidazolines	FALSE	C4H7N3O	113.0589	HMDB0000562	37310	60-27-5	C00791	16737	588	NA	DDRJAANPRJIHGJ-UHFFFAOYSA-N	NA
M15030001.000	alpha-CEHC	Organoheterocyclic compounds	Benzopyrans	1-benzopyrans	FALSE	C16H22O4	278.1518	HMDB0001518	37844	4072-32-6	NA	88427	9943542	NA	AXODOWFEFKOVSH-UHFFFAOYSA-N	NA
M15040001.000	demonomethylchlorpromazine	Organoheterocyclic compounds	Benzothiazines	Phenothiazines	FALSE	C16H17ClN2S	304.0801	HMDB0061135	NA	NA	NA	125597	62875	NA	YHFXGBOUSIKGMZ-UHFFFAOYSA-N	medicine/pesticide
M15050001.000	"2-methyl-4,5-benzoxazole"	Organoheterocyclic compounds	Benzoxazoles	NA	FALSE	C8H7NO	133.0528	HMDB0032390	NA	95-21-6	NA	51603	7225	NA	DQSHFKPKFISSNM-UHFFFAOYSA-N	NA
M15060001.000	olopatadine	Organoheterocyclic compounds	Benzoxepines	Dibenzoxepines	FALSE	C21H23NO3	337.1678	HMDB0014906	NA	113806-05-6	C07789	763382	5281071	NA	JBIMVDZLSHOPLA-LSCVHKIXSA-N	medicine/pesticide
M15070001.000	biliverdin	Organoheterocyclic compounds	Bilirubins	Bilirubins	FALSE	C33H34N4O6	582.2478	HMDB0001008	50741	114-25-0	C00500	17033	5280353	NA	QBUVFDKTZJNUPP-BBROENKCSA-N	NA
M15080001.000	5-acetylamino-6-formylamino-3-methyluracil	Organoheterocyclic compounds	Diazines	Pyrimidines and pyrimidine derivatives	FALSE	C8H10N4O4	226.0702	HMDB0011105	41120	NA	NA	32643	108214	NA	RDZNZFGKEVDNPK-UHFFFAOYSA-N	NA
M15080002.000	barbiturate	Organoheterocyclic compounds	Diazines	Pyrimidines and pyrimidine derivatives	FALSE	C4H4N2O3	128.0222	HMDB0041833	49568	67-52-7	C00813	16294	6211	NA	HNYOPLTXPVRDBG-UHFFFAOYSA-N	medicine/pesticide
M15080003.000	dihydrothymine	Organoheterocyclic compounds	Diazines	Pyrimidines and pyrimidine derivatives	FALSE	C5H8N2O2	128.0586	HMDB0000079	37064	0696-04-08	C00906	27468	93556	NA	NBAKTGXDIBVZOO-UHFFFAOYSA-N	NA
M15080004.000	FAPy-adenine	Organoheterocyclic compounds	Diazines	Pyrimidines and pyrimidine derivatives	FALSE	C5H7N5O	153.0651	HMDB0004816	38551	5122-36-1	C06502	27983	114926	NA	MVYUVUOSXNYQLL-UHFFFAOYSA-N	NA
M15090001.000	cerulenin	Organoheterocyclic compounds	Epoxides	Oxirane carboxylic acids and derivatives	FALSE	C12H17NO3	223.1208	HMDB0015168	43276	17397-89-6	C12058	171741	5282054	NA	GVEZIHKRYBHEFX-GHMZBOCLSA-N	medicine/pesticide
M15100001.000	biotin	Organoheterocyclic compounds	Heterocyclic compounds	Biotin	FALSE	C10H16N2O3S	244.0882	HMDB0000030	37035	58-85-5	C00120	15956	171548	NA	YBJHBAHKTGYVGT-ZKWXMUAHSA-N	NA
M15110001.000	imidazoleacetate	Organoheterocyclic compounds	Imidazoles	Imidazolyl carboxylic acids	FALSE	C5H6N2O2	126.0429	HMDB0002024	37979	645-65-8	C02835	16974	96215	NA	PRJKNHOMHKJCEJ-UHFFFAOYSA-N	NA
M15110002.000	urocanate	Organoheterocyclic compounds	Imidazoles	Imidazolyl carboxylic acids	FALSE	C6H6N2O2	138.0429	HMDB0000301	37193	104-98-3	C00785	30817	736715	NA	LOIYMIARKYCTBW-OWOJBTEDSA-N	NA
M15120001.000	"1,7-dimethylurate"	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	FALSE	C7H8N4O3	196.0596	HMDB0011103	41118	NA	NA	149713	91611	NA	NOFNCLGCUJJPKU-UHFFFAOYSA-N	NA
M15120002.000	1-methylguanine	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	FALSE	C6H7N5O	165.0651	HMDB0003282	38282	938-85-2	C04152	21803	70315	NA	RFLVMTUMFYRZCB-UHFFFAOYSA-N	NA
M15120003.000	3-methylxanthine	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	FALSE	C6H6N4O2	166.0491	HMDB0001886	37909	1076-22-8	C16357	62207	70639	NA	GMSNIKWWOQHZGF-UHFFFAOYSA-N	NA
M15120004.000	7-methyladenine	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	FALSE	C6H7N5	149.0701	HMDB0011614	NA	935-69-3	C02241	201389	71593	NA	HCGHYQLFMPXSDU-UHFFFAOYSA-N	NA
M15120005.000	7-methylxanthine	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	FALSE	C6H6N4O2	166.0491	HMDB0001991	37967	552-62-5	C16353	48991	68374	NA	PFWLFWPASULGAN-UHFFFAOYSA-N	NA
M15120006.000	cis-zeatin	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	FALSE	C10H13N5O	219.112	HMDB0012204	52440	NA	C00371	16522	688597	NA	UZKQTCBAMSWPJD-UQCOIBPSSA-N	NA
M15120007.000	guanine	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	FALSE	C5H5N5O	151.0494	HMDB0000132	37093	73-40-5	C00242	16235	764	NA	UYTPUPDQBNUYGX-UHFFFAOYSA-N	NA
M15120008.000	kinetin	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	FALSE	C10H9N5O	215.0807	HMDB0012245	41943	525-79-1	C08272	27407	3830	NA	QANMHLXAZMSUEX-UHFFFAOYSA-N	NA
M15120009.000	oxypurinol	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	FALSE	C5H4N4O2	152.0334	HMDB0000786	37425	2465-59-0	C07599	28315	4644	NA	HXNFUBHNUDHIGC-UHFFFAOYSA-N	NA
M15120010.000	"1,3,7-trimethylurate"	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	FALSE	C8H10N4O3	210.08	HMDB0002123	38031	5415-44-1	C16361	691622	79437	NA	BYXCFUMGEBZDDI-UHFFFAOYSA-N	NA
M15130001.000	indoleacetaldehyde	Organoheterocyclic compounds	Indoles and derivatives	Indoles	FALSE	C10H9NO	159.0684	HMDB0001190	37651	2591-98-2	C00637	18086	800	NA	WHOOUMGHGSPMGR-UHFFFAOYSA-N	NA
M15130002.000	carvedilol	Organoheterocyclic compounds	Indoles and derivatives	Carbazoles	FALSE	C24H26N2O4	406.1893	HMDB0015267	NA	72956-09-03	C06875	3441	2585	NA	OGHNVEJMJSYVRP-UHFFFAOYSA-N	medicine/pesticide
M15130003.000	5-hydroxytryptophol	Organoheterocyclic compounds	Indoles and derivatives	Hydroxyindoles	FALSE	C10H11NO2	177.079	HMDB0001855	37891	0154-02-09	NA	89825	9061	NA	KQROHCSYOGBQGJ-UHFFFAOYSA-N	NA
M15130004.000	4-methylthio-2-oxobutanoate	Organoheterocyclic compounds	Indoles and derivatives	Indoles	FALSE	C10H11NO	161.0841	HMDB0003447	1652	526-55-6	C00955	17890	10685	NA	MBBOMCVGYCRMEA-UHFFFAOYSA-N	NA
M15130005.000	5-methoxytryptophol	Organoheterocyclic compounds	Indoles and derivatives	Indoles	FALSE	C11H13NO2	191.0946	HMDB0001896	37917	0712-09-04	NA	114833	12835	NA	QLWKTGDEPLRFAT-UHFFFAOYSA-N	NA
M15130006.000	adrenochrome	Organoheterocyclic compounds	Indoles and derivatives	Indoles	FALSE	C9H9NO3	179.0582	HMDB0012884	NA	54-06-8	NA	838058	5898	NA	RPHLQSHHTJORHI-UHFFFAOYSA-N	NA
M15130007.000	indole	Organoheterocyclic compounds	Indoles and derivatives	Indoles	FALSE	C8H7N	117.0578	HMDB0000738	37398	120-72-9	C00463	16881	798	NA	SIKJAQJRHWYJAI-UHFFFAOYSA-N	NA
M15130008.000	indoleacrylate	Organoheterocyclic compounds	Indoles and derivatives	Indoles	FALSE	C11H9NO2	187.0633	NA	NA	NA	NA	NA	NA	NA	NA	NA
M15130008.001	trans-3-indoleacrylate	Organoheterocyclic compounds	Indoles and derivatives	Indoles	FALSE	C11H9NO2	187.0633	HMDB0000734	NA	1204-06-04	NA	90333	15030923	NA	SXOUIMVOMIGLHO-AATRIKPKSA-N	NA
M15130009.000	indolin-2-one	Organoheterocyclic compounds	Indoles and derivatives	Indolines	FALSE	C8H7NO	133.0528	HMDB0061918	54435	59-48-3	C12312	31697	321710	NA	JYGFTBXVXVMTGB-UHFFFAOYSA-N	NA
M15130010.000	2-oxindole-3-acetate	Organoheterocyclic compounds	Indoles and derivatives	Indolyl carboxylic acids and derivatives	FALSE	C10H9NO3	191.0582	HMDB0094657	NA	NA	NA	NA	3080590	NA	ILGMGHZPXRDCCS-UHFFFAOYSA-N	NA
M15130011.000	cyclomethyltryptophan	Organoheterocyclic compounds	Indoles and derivatives	Pyridoindoles	FALSE	C12H12N2O2	216.0899	HMDB0035665	NA	42438-90-4	NA	91151	98285	NA	FSNCEEGOMTYXKY-UHFFFAOYSA-N	NA
M15130012.000	1H-Indole-3-acetamide	Organoheterocyclic compounds	Indoles and derivatives	Tryptamines	FALSE	C10H10N2O	174.0793	HMDB0029739	44027	879-37-8	C02693	16031	397	NA	ZOAMBXDOGPRZLP-UHFFFAOYSA-N	NA
M15130013.000	lenticin	Organoheterocyclic compounds	Indoles and derivatives	Tryptamines	FALSE	C14H18N2O2	246.1368	HMDB0061115	49923	487-58-1	C09213	NA	442106	NA	AOHCBEAZXHZMOR-ZDUSSCGKSA-N	NA
M15130014.000	N-methylserotonin	Organoheterocyclic compounds	Indoles and derivatives	Tryptamines and derivatives	FALSE	C11H14N2O	190.1106	HMDB0004369	NA	1134-01-06	C06212	48294	150885	NA	ASUSBMNYRHGZIG-UHFFFAOYSA-N	NA
M15130015.000	N-methyltryptamine	Organoheterocyclic compounds	Indoles and derivatives	Tryptamines and derivatives	FALSE	C11H14N2	174.1157	HMDB0004370	38521	61-49-4	C06213	28136	6088	NA	NCIKQJBVUNUXLW-UHFFFAOYSA-N	NA
M15130016.000	tryptamine	Organoheterocyclic compounds	Indoles and derivatives	Tryptamines and derivatives	FALSE	C10H12N2	160.1	HMDB0000303	37195	61-54-1	C00398	16765	1150	NA	APJYDQYYACXCRM-UHFFFAOYSA-N	NA
M15130017.000	3-methyldioxyindole	Organoheterocyclic compounds	Indoles and derivatives	Indolines	FALSE	C9H9NO2	163.0633	HMDB0004186	38488	3040-34-4	C05834	28254	151066	NA	XCHBYBKNFIOSBB-UHFFFAOYSA-N	NA
M15130018.000	indolepyruvate	Organoheterocyclic compounds	Indoles and derivatives	Indolyl carboxylic acids and derivatives	FALSE	C11H9NO3	203.06	HMDB0060484	49804	35656-49-6	C00331	29750	803	NA	RSTKLPZEZYGQPY-UHFFFAOYSA-N	NA
M15140001.000	5-hydroxyindoleacetate	Organoheterocyclic compounds	Indolyl carboxylic acids	Indole-3-acetic acid derivatives	FALSE	C10H9NO3	191.0582	HMDB0000763	37412	54-16-0	C05635	27823	1826	NA	DUUGKQCEGZLZNO-UHFFFAOYSA-N	NA
M15140002.000	indole-3-methyl acetate	Organoheterocyclic compounds	Indolyl carboxylic acids	Indole-3-acetic acid derivatives	FALSE	C11H11NO2	189.079	HMDB0029738	44026	1912-33-0	NA	72782	74706	NA	KTHADMDGDNYQRX-UHFFFAOYSA-N	NA
M15140003.000	indoleacetate	Organoheterocyclic compounds	Indolyl carboxylic acids	Indole-3-acetic acid derivatives	FALSE	C10H9NO2	175.0633	HMDB0000197	37131	87-51-4	C00954	16411	802	NA	SEOVTRFCIGRIMH-UHFFFAOYSA-N	NA
M15140004.000	3-indolepropionate	Organoheterocyclic compounds	Indolyl carboxylic acids	Indolyl carboxylic acids	FALSE	C11H11NO2	189.079	HMDB0002302	38116	830-96-6	NA	43580	3744	NA	GOLXRNDWAUTYKT-UHFFFAOYSA-N	NA
M15140005.000	indole-3-lactate	Organoheterocyclic compounds	Indolyl carboxylic acids	Indolyl carboxylic acids	FALSE	C11H11NO3	205.073894	HMDB0000671	92904	1821-52-9	C02043	24813	NA	NA	XGILAAMKEQUXLS-UHFFFAOYSA-N	NA
M15150001.000	2-dehydropantolactone	Organoheterocyclic compounds	Lactones	Gamma butyrolactones	FALSE	C6H8O3	128.0473	NA	51260	NA	NA	18395	39	NA	HRTOQFBQOFIFEE-UHFFFAOYSA-N	NA
