FormName	Field.Name	Alias..Field.Name.description.	Data.Type	Categorical.Values	Categorical.Definitions	Alt.Field.Name	Calculated.Created.variable..1.yes.	Continous.Range.Min	Continous.Range.Max
Animal Training	day25_timeontreadmill	Day 25 Time on Treadmill	int			animal.training.day25_timeontreadmill	NA	NA	NA
Animal Training	day25_weight	Day 25 Weight	numeric			animal.training.day25_weight	NA	NA	NA
Animal Training	day25_posttrainlact	Day 25 Post-training Lactate	numeric			animal.training.day25_posttrainlact	NA	NA	NA
Animal Training	day25_score	Day 25 Score	int			animal.training.day25_score	NA	1	4
Animal Training	day25_comments	Day 25 Comments	varchar(MAX)			animal.training.day25_comments	NA	NA	NA
Animal Training	day26_days	[C] Day 26 Day (in relation to arrival date)	int			animal.training.day26_days	1	NA	NA
Animal Training	day26time	Day 26 Time	varchar			animal.training.day26time	NA	NA	NA
Animal Training	day26_treadmillspeed	Day 26 Treadmill Speed	numeric			animal.training.day26_treadmillspeed	NA	NA	NA
Animal Training	day26_treadmillincline	Day 26 Treadmill incline	numeric			animal.training.day26_treadmillincline	NA	NA	NA
Animal Training	day26_timeontreadmill	Day 26 Time on Treadmill	int			animal.training.day26_timeontreadmill	NA	NA	NA
Animal Training	day26_weight	Day 26 Weight	numeric			animal.training.day26_weight	NA	NA	NA
Animal Training	day26_posttrainlact	Day 26 Post-training Lactate	numeric			animal.training.day26_posttrainlact	NA	NA	NA
Animal Training	day26_score	Day 26 Score	int			animal.training.day26_score	NA	1	4
Animal Training	day26_comments	Day 26 Comments	varchar(MAX)			animal.training.day26_comments	NA	NA	NA
Animal Training	day27_days	[C] Day 27 Day (in relation to arrival date)	int			animal.training.day27_days	1	NA	NA
Animal Training	day27time	Day 27 Time	varchar			animal.training.day27time	NA	NA	NA
Animal Training	day27_treadmillspeed	Day 27 Treadmill Speed	numeric			animal.training.day27_treadmillspeed	NA	NA	NA
Animal Training	day27_treadmillincline	Day 27 Treadmill Incline	numeric			animal.training.day27_treadmillincline	NA	NA	NA
Animal Training	day27_timeontreadmill	Day 27 Time on Treadmill	int			animal.training.day27_timeontreadmill	NA	NA	NA
Animal Training	day27_weight	Day 27 Weight	numeric			animal.training.day27_weight	NA	NA	NA
Animal Training	day27_posttrainlact	Day 27 Post-training Lactate	numeric			animal.training.day27_posttrainlact	NA	NA	NA
Animal Training	day27_score	Day 27 Score	int			animal.training.day27_score	NA	1	4
Animal Training	day27_comments	Day 27 Comments	varchar(MAX)			animal.training.day27_comments	NA	NA	NA
Animal Training	day28_days	[C] Day 28 Day (in relation to arrival date)	int			animal.training.day28_days	1	NA	NA
Animal Training	day28time	Day 28 Time	varchar			animal.training.day28time	NA	NA	NA
Animal Training	day28_treadmillspeed	Day 28 Treadmill Speed	numeric			animal.training.day28_treadmillspeed	NA	NA	NA
Animal Training	day28_treadmillincline	Day 28 Treadmill Incline	numeric			animal.training.day28_treadmillincline	NA	NA	NA
Animal Training	day28_timeontreadmill	Day 28 Time on Treadmill	int			animal.training.day28_timeontreadmill	NA	NA	NA
Animal Training	day28_weight	Day 28 Weight	numeric			animal.training.day28_weight	NA	NA	NA
Animal Training	day28_posttrainlact	Day 28 Post-training Lactate	numeric			animal.training.day28_posttrainlact	NA	NA	NA
Animal Training	day28_score	Day 28 Score	int			animal.training.day28_score	NA	1	4
Animal Training	day28_comments	Day 28 Comments	varchar(MAX)			animal.training.day28_comments	NA	NA	NA
Animal Training	day29_days	[C] Day 29 Day (in relation to arrival date)	int			animal.training.day29_days	1	NA	NA
Animal Training	day29time	Day 29 Time	varchar			animal.training.day29time	NA	NA	NA
Animal Training	day29_treadmillspeed	Day 29 Treadmill Speed	numeric			animal.training.day29_treadmillspeed	NA	NA	NA
Animal Training	day29_treadmillincline	Day 29 Treadmill Incline	numeric			animal.training.day29_treadmillincline	NA	NA	NA
Animal Training	day29_timeontreadmill	Day 29 Time on Treadmill	int			animal.training.day29_timeontreadmill	NA	NA	NA
Animal Training	day29_weight	Day 29 Weight	numeric			animal.training.day29_weight	NA	NA	NA
Animal Training	day29_posttrainlact	Day 29 Post-training Lactate	numeric			animal.training.day29_posttrainlact	NA	NA	NA
Animal Training	day29_score	Day 29 Score	int			animal.training.day29_score	NA	1	4
Animal Training	day29_comments	Day 29 Comments	varchar(MAX)			animal.training.day29_comments	NA	NA	NA
Animal Training	day30_days	[C] Day 30 Day (in relation to arrival date)	int			animal.training.day30_days	1	NA	NA
Animal Training	day30time	Day 30 Time	varchar			animal.training.day30time	NA	NA	NA
Animal Training	day30_treadmillspeed	Day 30 Treadmill Speed	numeric			animal.training.day30_treadmillspeed	NA	NA	NA
Animal Training	day30_treadmillincline	Day 30 Treadmill Incline	numeric			animal.training.day30_treadmillincline	NA	NA	NA
Animal Training	day30_timeontreadmill	Day 30 Time on Treadmill	int			animal.training.day30_timeontreadmill	NA	NA	NA
Animal Training	day30_weight	Day 30 Weight	numeric			animal.training.day30_weight	NA	NA	NA
Animal Training	day30_posttrainlact	Day 30 Post-training Lactate	numeric			animal.training.day30_posttrainlact	NA	NA	NA
Animal Training	day30_score	Day 30 Score	int			animal.training.day30_score	NA	1	4
Animal Training	day30_comments	Day 30 Comments	varchar(MAX)			animal.training.day30_comments	NA	NA	NA
Animal Training	day31_days	[C] Day 31 Day (in relation to arrival date)	int			animal.training.day31_days	1	NA	NA
Animal Training	day31time	Day 31 Time	varchar			animal.training.day31time	NA	NA	NA
Animal Training	day31_treadmillspeed	Day 31 Treadmill Speed	numeric			animal.training.day31_treadmillspeed	NA	NA	NA
Animal Training	day31_treadmillincline	Day 31 Treadmill Incline	numeric			animal.training.day31_treadmillincline	NA	NA	NA
Animal Training	day31_timeontreadmill	Day 31 Time on Treadmill	int			animal.training.day31_timeontreadmill	NA	NA	NA
Animal Training	day31_weight	Day 31 Weight	numeric			animal.training.day31_weight	NA	NA	NA
Animal Training	day31_posttrainlact	Day 31 Post-training Lactate	numeric			animal.training.day31_posttrainlact	NA	NA	NA
Animal Training	day31_score	Day 31 Score	int			animal.training.day31_score	NA	1	4
Animal Training	day31_comments	Day 31 Comments	varchar(MAX)			animal.training.day31_comments	NA	NA	NA
Animal Training	day32_days	[C] Day 32 Day (in relation to arrival date)	int			animal.training.day32_days	1	NA	NA
Animal Training	day32time	Day 32 Time	varchar			animal.training.day32time	NA	NA	NA
Animal Training	day32_treadmillspeed	Day 32 Treadmill Speed	numeric			animal.training.day32_treadmillspeed	NA	NA	NA
Animal Training	day32_treadmillincline	Day 32 Treadmill Incline	numeric			animal.training.day32_treadmillincline	NA	NA	NA
Animal Training	day32_timeontreadmill	Day 32 Time on Treadmill	int			animal.training.day32_timeontreadmill	NA	NA	NA
Animal Training	day32_weight	Day 32 Weight	numeric			animal.training.day32_weight	NA	NA	NA
Animal Training	day32_posttrainlact	Day 32 Post-training Lactate	numeric			animal.training.day32_posttrainlact	NA	NA	NA
Animal Training	day32_score	Day 32 Score	int			animal.training.day32_score	NA	1	4
Animal Training	day32_comments	Day 32 Comments	varchar(MAX)			animal.training.day32_comments	NA	NA	NA
Animal Training	day33_days	[C] Day 33 Day (in relation to arrival date)	int			animal.training.day33_days	1	NA	NA
Animal Training	day33time	Day 33 Time	varchar			animal.training.day33time	NA	NA	NA
Animal Training	day33_treadmillspeed	Day 33 Treadmill Speed	numeric			animal.training.day33_treadmillspeed	NA	NA	NA
Animal Training	day33_treadmillincline	Day 33 Treadmill Incline	numeric			animal.training.day33_treadmillincline	NA	NA	NA
Animal Training	day33_timeontreadmill	Day 33 Time on Treadmill	int			animal.training.day33_timeontreadmill	NA	NA	NA
Animal Training	day33_weight	Day 33 Weight	numeric			animal.training.day33_weight	NA	NA	NA
Animal Training	day33_posttrainlact	Day 33 Post-training Lactate	numeric			animal.training.day33_posttrainlact	NA	NA	NA
Animal Training	day33_score	Day 33 Score	int			animal.training.day33_score	NA	1	4
Animal Training	day33_comments	Day 33 Comments	varchar(MAX)			animal.training.day33_comments	NA	NA	NA
Animal Training	day34_days	[C] Day 34 Day (in relation to arrival date)	int			animal.training.day34_days	1	NA	NA
Animal Training	day34time	Day 34 Time	varchar			animal.training.day34time	NA	NA	NA
Animal Training	day34_treadmillspeed	Day 34 Treadmill Speed	numeric			animal.training.day34_treadmillspeed	NA	NA	NA
Animal Training	day34_treadmillincline	Day 34 Treadmill incline	numeric			animal.training.day34_treadmillincline	NA	NA	NA
Animal Training	day34_timeontreadmill	Day 34 Time on Treadmill	int			animal.training.day34_timeontreadmill	NA	NA	NA
Animal Training	day34_weight	Day 34 Weight	numeric			animal.training.day34_weight	NA	NA	NA
Animal Training	day34_posttrainlact	Day 34 Post-training Lactate	numeric			animal.training.day34_posttrainlact	NA	NA	NA
Animal Training	day34_score	Day 34 Score	int			animal.training.day34_score	NA	1	4
Animal Training	day34_comments	Day 34 Comments	varchar(MAX)			animal.training.day34_comments	NA	NA	NA
Animal Training	day35_days	[C] Day 35 Day (in relation to arrival date)	int			animal.training.day35_days	1	NA	NA
Animal Training	day35time	Day 35 Time	varchar			animal.training.day35time	NA	NA	NA
Animal Training	day35_treadmillspeed	Day 35 Treadmill Speed	numeric			animal.training.day35_treadmillspeed	NA	NA	NA
Animal Training	day35_treadmillincline	Day 35 Treadmill Incline	numeric			animal.training.day35_treadmillincline	NA	NA	NA
Animal Training	day35_timeontreadmill	Day 35 Time on Treadmill	int			animal.training.day35_timeontreadmill	NA	NA	NA
Animal Training	day35_weight	Day 35 Weight	numeric			animal.training.day35_weight	NA	NA	NA
Animal Training	day35_posttrainlact	Day 35 Post-training Lactate	numeric			animal.training.day35_posttrainlact	NA	NA	NA
Animal Training	day35_score	Day 35 Score	int			animal.training.day35_score	NA	1	4
Animal Training	day35_comments	Day 35 Comments	varchar(MAX)			animal.training.day35_comments	NA	NA	NA
Animal Training	day36_days	[C] Day 36 Day (in relation to arrival date)	int			animal.training.day36_days	1	NA	NA
Animal Training	day36time	Day 36 Time	varchar			animal.training.day36time	NA	NA	NA
Animal Training	day36_treadmillspeed	Day 36 Treadmill Speed	numeric			animal.training.day36_treadmillspeed	NA	NA	NA
Animal Training	day36_treadmillincline	Day 36 Treadmill Incline	numeric			animal.training.day36_treadmillincline	NA	NA	NA
Animal Training	day36_timeontreadmill	Day 36 Time on Treadmill	int			animal.training.day36_timeontreadmill	NA	NA	NA
Animal Training	day36_weight	Day 36 Weight	numeric			animal.training.day36_weight	NA	NA	NA
Animal Training	day36_posttrainlact	Day 36 Post-training Lactate	numeric			animal.training.day36_posttrainlact	NA	NA	NA
Animal Training	day36_score	Day 36 Score	int			animal.training.day36_score	NA	1	4
Animal Training	day36_comments	Day 36 Comments	varchar(MAX)			animal.training.day36_comments	NA	NA	NA
Animal Training	day37_days	[C] Day 37 Day (in relation to arrival date)	int			animal.training.day37_days	1	NA	NA
Animal Training	day37time	Day 37 Time	varchar			animal.training.day37time	NA	NA	NA
Animal Training	day37_treadmillspeed	Day 37 Treadmill Speed	numeric			animal.training.day37_treadmillspeed	NA	NA	NA
Animal Training	day37_treadmillincline	Day 37 Treadmill Incline	numeric			animal.training.day37_treadmillincline	NA	NA	NA
Animal Training	day37_timeontreadmill	Day 37 Time on Treadmill	int			animal.training.day37_timeontreadmill	NA	NA	NA
Animal Training	day37_weight	Day 37 Weight	numeric			animal.training.day37_weight	NA	NA	NA
Animal Training	day37_posttrainlact	Day 37 Post-training Lactate	numeric			animal.training.day37_posttrainlact	NA	NA	NA
Animal Training	day37_score	Day 37 Score	int			animal.training.day37_score	NA	1	4
Animal Training	day37_comments	Day 37 Comments	varchar(MAX)			animal.training.day37_comments	NA	NA	NA
Animal Training	day38_days	[C] Day 38 Day (in relation to arrival date)	int			animal.training.day38_days	1	NA	NA
Animal Training	day38time	Day 38 Time	varchar			animal.training.day38time	NA	NA	NA
Animal Training	day38_treadmillspeed	Day 38 Treadmill Speed	numeric			animal.training.day38_treadmillspeed	NA	NA	NA
Animal Training	day38_treadmillincline	Day 38 Treadmill Incline	numeric			animal.training.day38_treadmillincline	NA	NA	NA
Animal Training	day38_timeontreadmill	Day 38 Time on Treadmill	int			animal.training.day38_timeontreadmill	NA	NA	NA
Animal Training	day38_weight	Day 38 Weight	numeric			animal.training.day38_weight	NA	NA	NA
Animal Training	day38_posttrainlact	Day 38 Post-training Lactate	numeric			animal.training.day38_posttrainlact	NA	NA	NA
Animal Training	day38_score	Day 38 Score	int			animal.training.day38_score	NA	1	4
Animal Training	day38_comments	Day 38 Comments	varchar(MAX)			animal.training.day38_comments	NA	NA	NA
Animal Training	day39_days	[C] Day 39 Day (in relation to arrival date)	int			animal.training.day39_days	1	NA	NA
Animal Training	day39time	Day 39 Time	varchar			animal.training.day39time	NA	NA	NA
Animal Training	day39_treadmillspeed	Day 39 Treadmill Speed	numeric			animal.training.day39_treadmillspeed	NA	NA	NA
Animal Training	day39_treadmillincline	Day 39 Treadmill Incline	numeric			animal.training.day39_treadmillincline	NA	NA	NA
Animal Training	day39_timeontreadmill	Day 39 Time on Treadmill	int			animal.training.day39_timeontreadmill	NA	NA	NA
Animal Training	day39_weight	Day 39 Weight	numeric			animal.training.day39_weight	NA	NA	NA
Animal Training	day39_posttrainlact	Day 39 Post-training Lactate	numeric			animal.training.day39_posttrainlact	NA	NA	NA
Animal Training	day39_score	Day 39 Score	int			animal.training.day39_score	NA	1	4
Animal Training	day39_comments	Day 39 Comments	varchar(MAX)			animal.training.day39_comments	NA	NA	NA
Animal Training	day40_days	[C] Day 40 Day (in relation to arrival date)	int			animal.training.day40_days	1	NA	NA
Animal Training	day40time	Day 40 Time	varchar			animal.training.day40time	NA	NA	NA
Animal Training	day40_treadmillspeed	Day 40 Treadmill Speed	numeric			animal.training.day40_treadmillspeed	NA	NA	NA
Animal Training	day40_treadmillincline	Day 40 Treadmill Incline	numeric			animal.training.day40_treadmillincline	NA	NA	NA
Animal Training	day40_timeontreadmill	Day 40 Time on Treadmill	int			animal.training.day40_timeontreadmill	NA	NA	NA
Animal Training	day40_weight	Day 40 Weight	numeric			animal.training.day40_weight	NA	NA	NA
Animal Training	day40_posttrainlact	Day 40 Post-training Lactate	numeric			animal.training.day40_posttrainlact	NA	NA	NA
Animal Training	day40_score	Day 40 Score	int			animal.training.day40_score	NA	1	4
Animal Training	day40_comments	Day 40 Comments	varchar(MAX)			animal.training.day40_comments	NA	NA	NA
Terminal Animal Body Muscle Weight Iowa	BW	Terminal body Weight (g)	varchar	NA	NA	terminal.weight.bw	NA	NA	NA
Terminal Animal Body Muscle Weight Iowa	LG	Terminal lateral gastrocnemius weight (mg)	varchar	NA	NA	terminal.weight.lg	NA	NA	NA
Terminal Animal Body Muscle Weight Iowa	MG	Terminal medial gastrocnemius weight (mg)	varchar	NA	NA	terminal.weight.mg	NA	NA	NA
Terminal Animal Body Muscle Weight Iowa	PL	Terminal plantaris weight (mg)	varchar	NA	NA	terminal.weight.pl	NA	NA	NA
Terminal Animal Body Muscle Weight Iowa	SOL	Terminal soleus weight (mg)	varchar	NA	NA	terminal.weight.sol	NA	NA	NA
Animal VO2 Max Test	days_vo2	[C] What day (in relation to arrival date) did the rat start the VO2 max test?	int			animal.vo2.max.test.days_vo2	1	NA	NA
Animal VO2 Max Test	t_vo2	What time did the rat start the VO2 max test?	varchar			animal.vo2.max.test.t_vo2	NA	NA	NA
Animal VO2 Max Test	blactate_begin	Blood Lactate at the beginning of exercise	numeric			animal.vo2.max.test.blactate_begin	NA	NA	NA
Animal VO2 Max Test	vo2_max	VO2 at max	numeric			animal.vo2.max.test.vo2_max	NA	NA	NA
Animal VO2 Max Test	vco2_max	VCO2 at max	numeric			animal.vo2.max.test.vco2_max	NA	NA	NA
Animal VO2 Max Test	rer_max	RER at max	numeric			animal.vo2.max.test.rer_max	NA	NA	NA
Animal VO2 Max Test	speed_max	Max speed of running	numeric			animal.vo2.max.test.speed_max	NA	NA	NA
Animal VO2 Max Test	t_complete	What time did the rat complete the VO2 max test?	varchar			animal.vo2.max.test.t_complete	NA	NA	NA
Animal VO2 Max Test	blactate_end	Blood Lactate at end of exercise	numeric			animal.vo2.max.test.blactate_end	NA	NA	NA
Animal VO2 Max Test	vo2_comments	Comments:	varchar(MAX)			animal.vo2.max.test.vo2_comments	NA	NA	NA
Animal Specimen Collection	anesthesiaid	Administrator ID	int			specimen.collection.anesthesiaid	NA	NA	NA
Animal Specimen Collection	t_anesthesia	Administration Time	varchar			specimen.collection.t_anesthesia	NA	NA	NA
Animal Specimen Collection	anesthesiacomments	Comments/Volume	varchar(MAX)			specimen.collection.anesthesiacomments	NA	NA	NA
Animal Specimen Collection	bloodtype	Type	varchar			specimen.collection.bloodtype	NA	NA	NA
Animal Specimen Collection	bloodtube	Tube	varchar			specimen.collection.bloodtube	NA	NA	NA
Animal Specimen Collection	bloodcomplete	Complete	int	|1|2|3|4	|full|partial|N/A|Not	specimen.collection.bloodcomplete	NA	NA	NA
Animal Specimen Collection	bloodtechid	Collection Technician ID	int			specimen.collection.bloodtechid	NA	NA	NA
Animal Specimen Collection	t_bloodstart	Collection Start Time	varchar			specimen.collection.t_bloodstart	NA	NA	NA
Animal Specimen Collection	t_bloodstop	Collection Stop Time	varchar			specimen.collection.t_bloodstop	NA	NA	NA
Animal Specimen Collection	t_edtafill	EDTA Fill Time	varchar			specimen.collection.t_edtafill	NA	NA	NA
Animal Specimen Collection	bloodcomments	Comments/Volume	varchar(MAX)			specimen.collection.bloodcomments	NA	NA	NA
Animal Specimen Collection	t_death	Time of Death	varchar			specimen.collection.t_death	NA	NA	NA
Animal Specimen Collection	deathtype	Type of Death	int	|1|2	|Decapitation|Heart Removal	specimen.collection.deathtype	NA	NA	NA
Animal Specimen Collection	uterustype	Type:	varchar			specimen.collection.uterustype	NA	NA	NA
Animal Specimen Collection	uterustechid	UterusTechnician ID	int			specimen.collection.uterustechid	NA	NA	NA
Animal Specimen Collection	uteruscomplete	Complete	smallint	1|2|3|4	full|partial|N/A|Not	specimen.collection.uteruscomplete	NA	NA	NA
Animal Specimen Collection	t_uterusstart	Collection Start Time	varchar			specimen.collection.t_uterusstart	NA	NA	NA
Animal Specimen Collection	t_uterusstop	Collection Stop Time	varchar			specimen.collection.t_uterusstop	NA	NA	NA
Animal Specimen Collection	uterusweight	Weight	numeric			specimen.collection.uterusweight	NA	NA	NA
Animal Specimen Collection	uteruscomments	Comments/Volume	varchar(MAX)			specimen.collection.uteruscomments	NA	NA	NA
Animal Sample Processing	FormName	Form Name	varchar	Animal Sample Processing		specimen.processing.formname	NA	NA	NA
Animal Sample Processing	visitcode	Visit	varchar			specimen.processing.visitcode	NA	NA	NA
Animal Sample Processing	siteid	Site Numeric ID	int	|910|930|940	|Joslin Diabetes Center|University of Florida|University of Iowa	specimen.processing.siteid	NA	NA	NA
Animal Sample Processing	sampletypedescription	Sample Type:	varchar			specimen.processing.sampletypedescription	NA	NA	NA
Animal Sample Processing	samplenumber	Sample Nbr:	int			specimen.processing.samplenumber	NA	NA	NA
Animal Sample Processing	timePoint	Timepoint	int			specimen.processing.timepoint	NA	NA	NA
Animal Sample Processing	aliquotdescription	Tube:	varchar			specimen.processing.aliquotdescription	NA	NA	NA
Animal Sample Processing	volume	Volume:	varchar	|Full|Partial|N/A|Not	|Full|Partial|N/A|Not	specimen.processing.volume	NA	NA	NA
Animal Sample Processing	partialamt	Partial Amount:	numeric			specimen.processing.partialamt	NA	NA	NA
Animal Sample Processing	hemolyzed	Hemolyzed:	int	|1|0	|Yes|No	specimen.processing.hemolyzed	NA	NA	NA
Animal Sample Processing	comments	Comments:	varchar			specimen.processing.comments	NA	NA	NA
Animal Sample Processing	t_collection	Collection Time:	varchar			specimen.processing.t_collection	NA	NA	NA
Animal Sample Processing	t_edtaspin	Spin Time:	varchar			specimen.processing.t_edtaspin	NA	NA	NA
Animal Sample Processing	t_freeze	Freeze Time:	varchar			specimen.processing.t_freeze	NA	NA	NA
Animal Sample Processing	techid	Tech ID:	varchar			specimen.processing.techid	NA	NA	NA
Animal Calculated Variables	wgt_gain_after_train	Weight gain after training (Variable: nmr_weight [CRF: Animal VO2 Max Test (Visit 2)] - Variable: weight [CRF: Animal Registration])	varchar	NA	NA	calculated.variables.wgt_gain_after_train	1	-62.1	73.9
Animal Calculated Variables	pct_body_fat_change	Percent body fat change after training (variable: nmr_fat [CRF: Animal NMR Testing (Visit 2)] - variable: nmr_fat [CRF: Animal NMR Testing (Visit 1)])	varchar	NA	NA	calculated.variables.pct_body_fat_change	1	-7.8	4.5
Animal Calculated Variables	pct_body_lean_change	Percent body lean change after training (variable: nmr_lean [CRF: Animal NMR Testing (Visit 2)] - variable: nmr_lean [CRF: Animal NMR Testing (Visit 1)])	varchar	NA	NA	calculated.variables.pct_body_lean_change	1	-5.5	6.9
Animal Calculated Variables	pct_body_fluid_change	Percent body fluid change after training (variable: nmr_fluid [CRF: Animal NMR Testing (Visit 2)] - variable: nmr_fluid [CRF: Animal NMR Testing (Visit 1)])	varchar	NA	NA	calculated.variables.pct_body_fluid_change	1	-1.6	86.5
Animal Calculated Variables	lactate_change_dueto_train	Lactate changes due to training:  (Variable: blactate_end [CRF: Animal VO2 Max Test (Visit 2)] - Variable: blactate_begin [CRF: Animal VO2 Max Test (Visit 1)])	varchar	NA	NA	calculated.variables.lactate_change_dueto_train	1	2.6	14.2
Animal Calculated Variables	vo2_max_change	Change of VO2 Max after training:  (Variable: vo2_max [CRF: Animal VO2 Max Test (Visit 2)] - Variable: vo2_max [CRF: Animal VO2 Max Test (Visit 1)])	varchar	NA	NA	calculated.variables.vo2_max_change	1	-17.17	18.87
Animal Calculated Variables	EDTA_coll_time_train	EDTA sample collection time after training (seconds):  (Variable: d_visit, t_edtafill [CRF: Animal Specimen Collection] - Variable: max date/time [CRF: Animal Training])	varchar	NA	NA	calculated.variables.edta_coll_time_train	1	86812	952278
Animal Calculated Variables	deathtime_after_train	Time of death after training (seconds):  (Variable: d_visit, t_death [CRF: Animal Specimen Collection] Variable: max date/time [CRF: Animal Training])	varchar	NA	NA	calculated.variables.deathtime_after_train	1	87085	952515
Animal Calculated Variables	frozetime_after_train	Sample frozen time after training (seconds):  (Variable: d_visit [CRF: Animal Specimen Collection], t_freeze [CRF: Animal Specimen Processing] Variable: max date/time [CRF: Animal Training])	varchar	NA	NA	calculated.variables.frozetime_after_train	1	86941	959518
